feature	Taxon	Confidence
4b52bc4ae4da58f3f8533689cf764cbe	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999939610293419
6d203252ac20115b505030a5384102a6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.999039137232451
b5efebcf1b742ae38910691b4391eed3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.7072536339882034
cc06028f4cd7ac0dd7ec57643af24e37	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.9995303052090664
5e23a61ceacd503b951be060308b833f	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__	0.9999999999988063
292836c02629af4ccefa80ee02525096	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.7087682190438652
4e84c9e2d451d40a8e03ba98b320d942	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999988795714
3607a0a2c27113c6b14362dbcbce8a94	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	0.960692954951102
58744986011963b7cfc96e25284db470	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	0.9789512961119798
94cdf2506e3e0db760526d3011db5a37	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9835822701379281
44a1b9a3b2bbea6dbb29a7a2884dec3b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999992295712997
4f28d0e003c4a9e83e05bf78fc72f0af	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999980399270096
5f41c2968cdab024fcb906aa5e98de3a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999980049847613
4c9a0db2bfe0fff113ae29d95fdfd64d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__	0.999999423594697
51a9e8bfa7b92f7f06e13c8ae341dbbc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9273668670212615
7edd4a725567823f96cb98d6426fc343	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999996251334259
f3503099640937d75f941400203dfdda	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999995617678
4d8a1117ffec6d4c541cfc32b5ad8c8c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999924856207759
ebd1c507c493c19c095b7932e111f4bc	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999994223882246
10e05593474d1d53205899e058c0f8f8	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__C21_c20	0.9999996750118458
6b257f85b8f414a2c565f69b6fecbec1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9998316185241068
bc95f8c37cf86d2df7ec23d9a1404cb9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.7977526751507619
1c2cec29ce4a3725388d93c159f55a57	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999524728065435
