feature,Taxon,Time_p,Treatment_p,Inter_time_treatment,OVXDHT_OVXP_P,OVXDHT_SHAMDHT_P,OVXDHT_SHAMP_P,OVXP_SHAMDHT_P,OVXP_SHAMP_P,SHAMDHT_SHAMP_P
ace220b7598137d9dbab272c9644ef45,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.08794431990441119,8.734189741948444e-4,0.039342679106045095,0.8407209043610209,0.27729874827798284,0.9958335957367818,0.05483921687943849,0.930317480684764,0.18677655877223587
ae67c6666749ae89e0b39c620a0c7f21,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum; s__schaedleri,0.004284630545797752,0.03091875630666374,0.08628750710693209,3.861282317720871e-4,0.0012873736536078706,0.002285516014540634,0.9720822970918432,0.9130332128613425,0.9961853764026172
b18e9256830c2c9c3d873d8c3869fd08,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.06724199200797296,0.6335419671806792,0.25809030775674635,0.9740888599192623,0.9656411373240952,0.054636435102824454,0.9999735955124712,0.13873061116086538,0.1469426461249922
bafacf4f776e79ad5747580a048cb22c,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.007610845734211392,0.029564575786365132,0.4770636252781605,0.7241017469253873,0.024108765998999915,0.9993416095492453,0.0014941328328980097,0.649298353149806,0.03174018658265776
c23d918bc9dfc2aab79811863600f052,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.006696625666606378,3.5788658780215127e-4,0.9118596876796353,0.20235741861632117,0.003936027943775122,0.9995393554833352,0.3580716166586594,0.16406885021693252,0.002816931441260273
ca54231e81a204bace6c4902ec399250,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.029240070240076643,0.8864407681147307,0.4220676504827603,0.03723336937606381,0.945233158996685,0.9994476758464095,0.12427612603529581,0.02754892082616689,0.9078302904978144
d1a6d1e4f354da09d85a082b275e4af0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.13394064306861478,0.040771487703118725,0.039342679106045095,0.6838073852887603,0.6009667878918776,0.9496732721928929,0.10353883598388702,0.9375960560694793,0.29659829403370375
d2680eca44a23956fabe78a6d85395d8,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum; s__schaedleri,0.026449888182128883,0.49025774067862465,0.08628750710693209,0.3080296737088497,0.010732522530215949,0.04565809295693113,0.4263084985748625,0.7790504032563431,0.931648950471244
d82311585fcaf369be4fc43992657d73,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.055804534553528046,0.0015758282191891126,0.15554578646709363,0.42065720440454746,0.9999926248996884,0.0702535701252649,0.4361321499736426,0.7640563266510547,0.07457231072634918
eafbc39a33d2a120c9a3f759de7f8b1e,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.06724199200797296,1.2595252945057922e-4,0.21414245165172358,0.7074801406191069,0.9762639383711509,0.06059143072909845,0.9094203130670566,0.43914241002893173,0.14375713213549635
f39682f9eb7628209f54c4fc7276617c,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__,0.016064082276329956,7.502053214758497e-6,0.33316760458052114,0.014748220374899867,0.9607252887241262,0.9740429332919757,0.004015637526237681,0.04020687742835238,0.7962590139519895
f39a465dea87d078d58d504de7fcf234,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium,0.09322712766562097,0.8864407681147307,0.41522312080831064,0.9995527398748609,0.9884383597630355,0.1330341848364457,0.9737263976454504,0.10992981250688794,0.24041112041646906
f4496608bb586eb4cfd0969841385e32,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.008499136261870438,0.02572139206155491,0.17192042598022206,0.0479120260204402,0.01435025575780935,0.0015275518067859872,0.9639396170757584,0.581425607106381,0.8510024251724422
f73a2737b2abae78ddea65f22c496b43,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.06420058781279166,0.7671296162411956,0.02638603889828506,0.986988161182613,0.162051079942666,0.09708007163945209,0.29425817856379566,0.190522393681692,0.9944021518596868
ff6ce267e4465c6a9860a1f2431a1658,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.08966979716398604,0.4498276645239029,0.1670342408375707,0.9824141883195254,0.34689246936009466,0.08125570174019481,0.5661609596236024,0.1759155615225374,0.8614095465534587
