feature,OVXDHT,OVXP,SHAMDHT,SHAMP,MeanDecreaseAccuracy,MeanDecreaseGini,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
626d5d8df116add83e6b14c60adbc2dc,-0.9307074376478733,2.689544151731785,2.6803152605429967,1.361663496381983,2.937722390277855,0.4071926971730894,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,0.9865354271515545
64547667c88735701e168289a2a66718,2.7236190623178036,3.65275044914404,2.411323326944304,1.421503924513054,3.9611396179999288,0.5064705132940619,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,0.9999156438757029
67d5d4536a4458ff638dfbff7097ec89,0.30996091115638286,-0.7583138893784238,-0.41798689803721806,0.8192561826054794,0.042492325178441474,0.315152504420605,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__,0.9999996477301972
827d1c59a1b81504ea0794dc038b2ca5,-0.9663577459302518,2.0979528602025126,0.8083889236222627,1.3093546154124607,1.4864715658844143,0.32934262645536716,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__,0.999364873967139
87b4ed017eb7d626fc735b2ac7f59539,-2.0520543517456264,3.0772271588743894,-0.002318122122106988,-0.27466671506366785,0.317339775670702,0.4285540328787324,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__,0.9995426932780731
896ff78f6a5e46e65321c4b3c8e0635d,2.0099863175641164,2.2458321340361858,1.0151808378870057,1.222279854523013,2.8022294191395596,0.4272205449159695,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,0.9820392602866798
8a308a269f4a15e0885ddfba3d4c408e,2.816868475586256,0.7996177773824361,1.462759335404923,1.7785284600384192,2.55809370755764,0.42936480740904087,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__schaedleri,0.9999999419063118
8a9a536075ca4d38f077c4f22d915770,2.406878065253571,1.4860487726939462,0.37077244660747427,2.44768028278472,3.516688795655044,0.5956757633369542,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__,0.9999998858491276
8b599949a0dc390d21e6327a64e93f02,0.8195596634900769,0.23625082927264632,-0.9790015648404017,1.4672266956576665,1.031989527467268,0.3720124385552255,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,NA,NA,0.8258006464386448
8ccde3af6976e7fe31372774390a11af,1.395102022775564,-1.04342216222343,-1.649711448415483,0.23961130028687538,-0.5874474816761156,0.4189202670334113,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__schaedleri,0.9999999477015549
8fd65a495f609867ac5f609ee329dc74,1.0217798488551058,2.9994933575103597,2.7069456905904734,0.546169505801093,3.241440219447918,0.4182038392944549,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__vaginalis,0.9163516787190287
931f5883b3352b8bc0552454962244f8,1.2007187171534113,2.795358803207856,1.34788587384467,2.592464005874252,2.828963968355214,0.40704670432096507,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,NA,NA,NA,0.9999996938083988
98fd423223691b54d67d30e17ea6ba0d,0.523137492004517,3.0978517145715374,4.27695219979497,1.2339802498516887,3.963533292138978,0.6274613178155837,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__,0.998196772582107
9b749402c0eef9bb5e247fb27254e334,-1.1278054663829193,2.037388161731045,3.1983135475957196,1.4299233474068582,3.2919907435116813,0.687371556373915,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,NA,NA,NA,0.9999997233578175
9d607ec0281187001a9d6e5e22f9561d,3.445412548476376,-0.8826942709738409,0.34040296225308936,3.860873204185418,4.083259167788536,0.7074315469141292,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,NA,NA,0.8443747099567278
aa21937bf830e3909322292dc6e6b93f,0.48349129569250704,-0.09292916739137508,1.5862864897124394,-0.18628486694075397,0.8343660964671539,0.4010276851361208,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__,0.7651726217632695
ace220b7598137d9dbab272c9644ef45,-1.2390043771196495,1.9220358618033504,2.9179972911447534,-0.39859767788734923,2.3973186671600333,0.4256868865423094,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__,0.8692456923127818
ae67c6666749ae89e0b39c620a0c7f21,2.475163602791174,-1.2681991220731665,1.1304929235010064,0.013340127951923571,1.3399118282761273,0.4980903905375744,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__schaedleri,0.9999999732679331
b18e9256830c2c9c3d873d8c3869fd08,2.392571720595488,-0.22646085042400416,-1.2089097622038016,2.3692723593362923,2.4617551278039587,0.39369731630467825,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,NA,NA,0.8197037861799502
bafacf4f776e79ad5747580a048cb22c,0.30069358339085644,1.1457463331197815,2.959377340997621,0.08466985006245836,2.565727164315927,0.410341519163587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__,0.9992003650850411
c23d918bc9dfc2aab79811863600f052,0.6277307316691836,0.6728391222712822,2.3597259884861677,2.0580129563944194,2.679247928249857,0.4767759674124079,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__,0.9987885987834505
ca54231e81a204bace6c4902ec399250,1.8870507144259425,3.657858965156546,-0.015772481517904627,0.662128425486497,3.8880721884734246,0.5004552564126257,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__,0.9374774571329246
d1a6d1e4f354da09d85a082b275e4af0,-1.0152222828653585,1.9716951694707237,2.612790929780654,-0.6124233026141233,2.2581850473373666,0.38334498589192756,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__,0.8760282173428248
d2680eca44a23956fabe78a6d85395d8,0.23800292697840233,0.3422949585762526,-1.2576450913528798,0.15432097052124935,-0.09037900528447344,0.3184822913429022,k__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__schaedleri,0.9999999515049479
d82311585fcaf369be4fc43992657d73,0.05051722666889464,-0.07342654327660321,-1.034697033021737,2.82984291095175,0.7747435628969445,0.4258929431614024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__,0.999999539634721
eafbc39a33d2a120c9a3f759de7f8b1e,1.5813765229217536,-1.8446460113747556,-0.7542412075812749,0.25589545010403086,-0.6147400091008,0.31505287386585473,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__,0.9999997815998068
f39682f9eb7628209f54c4fc7276617c,1.462498484073814,2.756082313437849,3.3106059912544867,0.5551516468502063,3.4021931151199096,0.6074909231524676,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,0.921302096244875
f39a465dea87d078d58d504de7fcf234,1.9548150502456625,1.7789331625918565,-0.8968789993728151,1.7559945963152328,2.124267563888965,0.34266384609526207,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,NA,0.7440542295295521
f4496608bb586eb4cfd0969841385e32,0.28467807264462197,1.1499325196208834,-0.4000779536125882,0.615063746881364,0.9781719858631768,0.31374975050994813,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__,0.999999887956256
f73a2737b2abae78ddea65f22c496b43,0.8234665570332331,1.4716308175626858,-0.9695029802572529,1.5489647605504702,1.7976555887063168,0.36917853611142654,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__,0.8181179723929691
ff6ce267e4465c6a9860a1f2431a1658,3.1261009918628533,0.2624811849465083,-1.5325456480463537,1.5092055436680532,1.3665085152681764,0.5161572345809179,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,NA,NA,0.8456956441823423
